Rk,Team,home_games,home_total,home_avg,home_pct,road_games,road_avg,road_pct,ov_games,ov_avg,ov_pct,year,Team,Abbrev,Nickname
1,Spurs,41,"913,175","22,272",--,41,"16,690",--,82,"19,481",--,2001,San Antonio Spurs,SAS,Spurs
2,Bulls,41,"888,654","21,674",--,41,"16,336",--,82,"19,005",--,2001,Chicago Bulls,CHI,Bulls
3,Trail Blazers,41,"831,385","20,277",--,41,"17,037",--,82,"18,657",--,2001,Portland Trail Blazers,POR,Trail Blazers
4,NY Knicks,41,"810,283","19,763",--,41,"17,680",--,82,"18,721",--,2001,New York Knicks,NYK,NY Knicks
5,76ers,41,"805,692","19,651",--,41,"18,582",--,82,"19,116",--,2001,Philadelphia 76ers,PHI,76ers
6,Raptors,41,"793,256","19,347",--,41,"17,611",--,82,"18,479",--,2001,Toronto Raptors,TOR,Raptors
7,Jazz,41,"792,196","19,321",--,41,"16,989",--,82,"18,155",--,2001,Utah Jazz,UTA,Jazz
8,Lakers,41,"776,336","18,935",--,41,"19,628",--,82,"19,281",--,2001,Los Angeles Lakers,LAL,Lakers
9,Suns,41,"737,586","17,989",--,41,"17,157",--,82,"17,573",--,2001,Phoenix Suns,PHO,Suns
10,Pacers,41,"733,444","17,888",--,41,"16,508",--,82,"17,198",--,2001,Indiana Pacers,IND,Pacers
11,Timberwolves,41,"717,371","17,496",--,41,"16,787",--,82,"17,142",--,2001,Minnesota Timberwolves,MIN,Timberwolves
12,Kings,41,"709,997","17,317",--,41,"18,438",--,82,"17,877",--,2001,Sacramento Kings,SAC,Kings
13,Bucks,41,"683,125","16,661",--,41,"16,584",--,82,"16,623",--,2001,Milwaukee Bucks,MIL,Bucks
14,Mavericks,41,"680,138","16,588",--,41,"15,761",--,82,"16,175",--,2001,Dallas Mavericks,DAL,Mavericks
15,Heat,41,"677,186","16,516",--,41,"17,046",--,82,"16,781",--,2001,Miami Heat,MIA,Heat
16,Cavaliers,41,"650,775","15,872",--,41,"16,064",--,82,"15,968",--,2001,Cleveland Cavaliers,CLE,Cavaliers
17,Thunder,41,"640,847","15,630",--,41,"16,497",--,82,"16,063",--,2001,Oklahoma City Thunder,OKC,Thunder
18,Wizards,41,"638,653","15,576",--,41,"15,872",--,82,"15,724",--,2001,Washington Wizards,WAS,Wizards
19,Celtics,41,"629,201","15,346",--,41,"16,436",--,82,"15,891",--,2001,Boston Celtics,BOS,Celtics
20,Nuggets,41,"619,300","15,104",--,41,"16,403",--,82,"15,754",--,2001,Denver Nuggets,DEN,Nuggets
21,Pelicans,41,"615,424","15,010",--,41,"16,500",--,82,"15,755",--,2001,New Orleans Pelicans,NOP,Pelicans
22,Pistons,41,"607,323","14,812",--,41,"16,397",--,82,"15,604",--,2001,Detroit Pistons,DET,Pistons
23,Magic,41,"605,031","14,756",--,41,"16,810",--,82,"15,783",--,2001,Orlando Magic,ORL,Magic
24,Clippers,41,"599,448","14,620",--,41,"15,823",--,82,"15,222",--,2001,Los Angeles Clippers,LAC,Clippers
25,Warriors,41,"591,981","14,438",--,41,"16,058",--,82,"15,248",--,2001,Golden State Warriors,GSW,Warriors
26,Nets,41,"566,077","13,806",--,41,"16,085",--,82,"14,946",--,2001,Brooklyn Nets,BRK,Nets
27,Grizzlies,41,"563,218","13,737",--,41,"15,822",--,82,"14,779",--,2001,Memphis Grizzlies,MEM,Grizzlies
28,Hawks,41,"560,324","13,666",--,41,"16,403",--,82,"15,035",--,2001,Atlanta Hawks,ATL,Hawks
29,Rockets,41,"518,555","12,647",--,41,"16,714",--,82,"14,680",--,2001,Houston Rockets,HOU,Rockets
1,Spurs,41,"906,390","22,107",--,41,"17,248",125.7,82,"19,677",286.8,2002,San Antonio Spurs,SAS,Spurs
2,Wizards,41,"847,634","20,674",--,41,"19,939",121.7,82,"20,306",247.9,2002,Washington Wizards,WAS,Wizards
3,76ers,41,"842,976","20,560",100.6,41,"18,720",130.5,82,"19,640",112.9,2002,Philadelphia 76ers,PHI,76ers
4,Raptors,41,"811,135","19,783",99.9,41,"17,200",111.6,82,"18,492",105,2002,Toronto Raptors,TOR,Raptors
5,NY Knicks,41,"810,283","19,763",102.5,41,"17,082",114.2,82,"18,422",107.6,2002,New York Knicks,NYK,NY Knicks
6,Mavericks,41,"802,783","19,580",--,41,"17,049",124.3,82,"18,314",267,2002,Dallas Mavericks,DAL,Mavericks
7,Trail Blazers,41,"797,821","19,459",97.4,41,"16,483",129.3,82,"17,971",109.8,2002,Portland Trail Blazers,POR,Trail Blazers
8,Lakers,41,"778,877","18,997",98.5,41,"20,102",157.3,82,"19,549",121.9,2002,Los Angeles Lakers,LAL,Lakers
9,Bulls,41,"776,311","18,934",87.2,41,"16,000",107.9,82,"17,467",95.6,2002,Chicago Bulls,CHI,Bulls
10,Jazz,41,"766,108","18,685",93.8,41,"16,667",130.7,82,"17,676",108.2,2002,Utah Jazz,UTA,Jazz
11,Pistons,41,"760,807","18,556",84.1,41,"16,417",110.7,82,"17,486",94.8,2002,Detroit Pistons,DET,Pistons
12,Bucks,41,"745,305","18,178",97.1,41,"17,043",113.3,82,"17,610",104.3,2002,Milwaukee Bucks,MIL,Bucks
13,Clippers,41,"740,185","18,053",--,41,"16,569",120.8,82,"17,311",252.3,2002,Los Angeles Clippers,LAC,Clippers
14,Timberwolves,41,"731,673","17,845",93.9,41,"16,961",132.6,82,"17,403",109.5,2002,Minnesota Timberwolves,MIN,Timberwolves
15,Kings,41,"709,997","17,317",100,41,"17,701",137.5,82,"17,509",116,2002,Sacramento Kings,SAC,Kings
16,Pacers,41,"686,537","16,744",91.3,41,"16,677",111.1,82,"16,711",100.2,2002,Indiana Pacers,IND,Pacers
17,Suns,41,"668,939","16,315",85.8,41,"16,765",131,82,"16,540",104,2002,Phoenix Suns,PHO,Suns
18,Celtics,41,"659,751","16,091",86.4,41,"17,576",117,82,"16,833",100.1,2002,Boston Celtics,BOS,Celtics
19,Heat,41,"655,549","15,989",81.6,41,"16,702",112.5,82,"16,345",94.9,2002,Miami Heat,MIA,Heat
20,Nuggets,41,"633,846","15,459",--,41,"16,396",119.5,82,"15,928",232.2,2002,Denver Nuggets,DEN,Nuggets
21,Thunder,41,"633,516","15,451",90.5,41,"16,013",124.2,82,"15,732",105,2002,Oklahoma City Thunder,OKC,Thunder
22,Magic,41,"621,121","15,149",87.8,41,"17,345",115.6,82,"16,247",100.7,2002,Orlando Magic,ORL,Magic
23,Cavaliers,41,"596,115","14,539",70.7,41,"15,809",102.8,82,"15,174",84.4,2002,Cleveland Cavaliers,CLE,Cavaliers
24,Warriors,41,"593,182","14,467",73.8,41,"16,202",126.9,82,"15,335",94.8,2002,Golden State Warriors,GSW,Warriors
25,Grizzlies,41,"591,030","14,415",--,41,"15,841",115.5,82,"15,128",220.5,2002,Memphis Grizzlies,MEM,Grizzlies
26,Nets,41,"564,194","13,760",68.8,41,"16,403",109.7,82,"15,082",86.3,2002,Brooklyn Nets,BRK,Nets
27,Hawks,41,"506,110","12,344",--,41,"16,315",102.7,82,"14,329",180.3,2002,Atlanta Hawks,ATL,Hawks
28,Rockets,41,"481,227","11,737",--,41,"16,551",120.6,82,"14,144",206.2,2002,Houston Rockets,HOU,Rockets
29,Pelicans,41,"462,738","11,286",47.4,41,"16,457",111.5,82,"13,871",71.9,2002,New Orleans Pelicans,NOP,Pelicans
1,Pistons,41,"839,278","20,470",92.7,41,"16,053",107.4,82,"18,261",98.7,2003,Detroit Pistons,DET,Pistons
2,Wizards,41,"827,092","20,172",--,41,"19,311",120.3,82,"19,742",246,2003,Washington Wizards,WAS,Wizards
3,Mavericks,41,"816,429","19,912",--,41,"17,618",121.8,82,"18,765",259.5,2003,Dallas Mavericks,DAL,Mavericks
4,76ers,41,"807,097","19,685",96.3,41,"18,408",122,82,"19,046",107.2,2003,Philadelphia 76ers,PHI,76ers
5,Bulls,41,"804,303","19,617",90.4,41,"16,268",108.6,82,"17,942",97.8,2003,Chicago Bulls,CHI,Bulls
6,Trail Blazers,41,"796,250","19,420",97.2,41,"16,458",122,82,"17,939",107.2,2003,Portland Trail Blazers,POR,Trail Blazers
7,Jazz,41,"786,034","19,171",96.3,41,"16,585",122.9,82,"17,878",107,2003,Utah Jazz,UTA,Jazz
8,NY Knicks,41,"779,479","19,011",98.6,41,"17,104",113.5,82,"18,058",105.1,2003,New York Knicks,NYK,NY Knicks
9,Lakers,41,"777,888","18,972",98.4,41,"19,107",141.3,82,"19,040",116.1,2003,Los Angeles Lakers,LAL,Lakers
10,Raptors,41,"777,507","18,963",95.8,41,"16,509",109.7,82,"17,736",101.8,2003,Toronto Raptors,TOR,Raptors
11,Spurs,41,"735,970","17,950",97,41,"16,559",122.1,82,"17,255",107.6,2003,San Antonio Spurs,SAS,Spurs
12,Kings,41,"709,997","17,317",100,41,"17,924",131.6,82,"17,620",113.9,2003,Sacramento Kings,SAC,Kings
13,Celtics,41,"709,049","17,293",92.9,41,"17,263",111.1,82,"17,278",101.2,2003,Boston Celtics,BOS,Celtics
14,Clippers,41,"706,471","17,231",--,41,"16,276",112.5,82,"16,753",231.7,2003,Los Angeles Clippers,LAC,Clippers
15,Pacers,41,"670,461","16,352",89.1,41,"16,856",110.9,82,"16,604",99,2003,Indiana Pacers,IND,Pacers
16,Suns,41,"666,559","16,257",85.5,41,"16,318",120.6,82,"16,288",100.1,2003,Phoenix Suns,PHO,Suns
17,Bucks,41,"665,966","16,243",86.8,41,"16,327",107.8,82,"16,285",96.2,2003,Milwaukee Bucks,MIL,Bucks
18,Timberwolves,41,"643,684","15,699",82.6,41,"16,657",123.1,82,"16,178",99.4,2003,Minnesota Timberwolves,MIN,Timberwolves
19,Pelicans,41,"641,683","15,650",91,41,"16,481",105.2,82,"16,066",97.8,2003,New Orleans Pelicans,NOP,Pelicans
20,Thunder,41,"637,194","15,541",91,41,"16,243",119.2,82,"15,892",103.5,2003,Oklahoma City Thunder,OKC,Thunder
21,Warriors,41,"634,935","15,486",79,41,"16,297",120.7,82,"15,891",96,2003,Golden State Warriors,GSW,Warriors
22,Heat,41,"628,242","15,322",78.2,41,"15,844",105.5,82,"15,583",90,2003,Miami Heat,MIA,Heat
23,Nets,41,"622,574","15,184",76,41,"16,956",112.4,82,"16,070",91.6,2003,Brooklyn Nets,BRK,Nets
24,Grizzlies,41,"611,322","14,910",--,41,"16,277",112.5,82,"15,593",215.6,2003,Memphis Grizzlies,MEM,Grizzlies
25,Nuggets,41,"607,813","14,824",--,41,"16,299",112.7,82,"15,562",215.2,2003,Denver Nuggets,DEN,Nuggets
26,Magic,41,"605,901","14,778",85.7,41,"17,305",114.4,82,"16,041",99.1,2003,Orlando Magic,ORL,Magic
27,Rockets,41,"565,166","13,784",--,41,"17,919",123.9,82,"15,851",219.2,2003,Houston Rockets,HOU,Rockets
28,Hawks,41,"528,655","12,894",--,41,"16,294",101.3,82,"14,594",181.4,2003,Atlanta Hawks,ATL,Hawks
29,Cavaliers,41,"471,374","11,496",55.9,41,"16,087",107.1,82,"13,792",77.5,2003,Cleveland Cavaliers,CLE,Cavaliers
1,Pistons,41,"872,902","21,290",96.4,41,"17,127",107.8,82,"19,209",101.2,2004,Detroit Pistons,DET,Pistons
2,Mavericks,41,"825,594","20,136",--,41,"17,452",113.6,82,"18,794",244.6,2004,Dallas Mavericks,DAL,Mavericks
3,Bulls,41,"809,177","19,736",90.9,41,"16,517",106.9,82,"18,126",97.6,2004,Chicago Bulls,CHI,Bulls
4,76ers,41,"788,128","19,222",94,41,"17,672",114,82,"18,447",102.6,2004,Philadelphia 76ers,PHI,76ers
5,NY Knicks,41,"785,739","19,164",99.4,41,"17,589",109.8,82,"18,376",104.1,2004,New York Knicks,NYK,NY Knicks
6,Jazz,41,"785,330","19,154",96.2,41,"16,537",114.9,82,"17,845",104,2004,Utah Jazz,UTA,Jazz
7,Lakers,41,"777,757","18,969",98.4,41,"19,380",134.4,82,"19,175",113.8,2004,Los Angeles Lakers,LAL,Lakers
8,Raptors,41,"750,608","18,307",92.5,41,"16,480",105.8,82,"17,394",98.3,2004,Toronto Raptors,TOR,Raptors
9,Cavaliers,41,"749,790","18,287",88.9,41,"18,755",121.2,82,"18,521",102.8,2004,Cleveland Cavaliers,CLE,Cavaliers
10,Spurs,41,"739,706","18,041",97.5,41,"17,347",119.9,82,"17,694",107.4,2004,San Antonio Spurs,SAS,Spurs
11,Timberwolves,41,"723,071","17,635",92.8,41,"17,862",123.7,82,"17,749",106.1,2004,Minnesota Timberwolves,MIN,Timberwolves
12,Nuggets,41,"721,476","17,596",--,41,"17,184",111.8,82,"17,390",226.4,2004,Denver Nuggets,DEN,Nuggets
13,Kings,41,"709,997","17,317",100,41,"17,813",122.7,82,"17,565",110.3,2004,Sacramento Kings,SAC,Kings
14,Bucks,41,"690,180","16,833",89.9,41,"16,213",104.1,82,"16,523",96.4,2004,Milwaukee Bucks,MIL,Bucks
15,Trail Blazers,41,"684,038","16,683",83.5,41,"16,282",113.1,82,"16,483",95.9,2004,Portland Trail Blazers,POR,Trail Blazers
16,Pacers,41,"678,326","16,544",90.2,41,"17,710",113.6,82,"17,127",101,2004,Indiana Pacers,IND,Pacers
17,Suns,41,"670,385","16,350",86,41,"16,461",114,82,"16,406",98.1,2004,Phoenix Suns,PHO,Suns
18,Warriors,41,"665,648","16,235",82.9,41,"15,885",110.2,82,"16,060",94.5,2004,Golden State Warriors,GSW,Warriors
19,Clippers,41,"665,396","16,229",--,41,"16,258",108.8,82,"16,243",217.3,2004,Los Angeles Clippers,LAC,Clippers
20,Celtics,41,"664,248","16,201",87,41,"16,955",109.3,82,"16,578",97.1,2004,Boston Celtics,BOS,Celtics
21,Wizards,41,"645,363","15,740",--,41,"16,008",96.9,82,"15,874",192.3,2004,Washington Wizards,WAS,Wizards
22,Rockets,41,"640,794","15,629",84.5,41,"17,768",122.9,82,"16,698",101.3,2004,Houston Rockets,HOU,Rockets
23,Thunder,41,"625,474","15,255",91.6,41,"16,842",115.9,82,"16,049",102.9,2004,Oklahoma City Thunder,OKC,Thunder
24,Heat,41,"624,809","15,239",77.8,41,"16,524",106.5,82,"15,881",90.4,2004,Miami Heat,MIA,Heat
25,Grizzlies,41,"622,723","15,188",--,41,"16,695",108.7,82,"15,941",207.5,2004,Memphis Grizzlies,MEM,Grizzlies
26,Nets,41,"613,051","14,952",74.8,41,"17,358",111.9,82,"16,155",91,2004,Brooklyn Nets,BRK,Nets
27,Magic,41,"589,144","14,369",83.3,41,"16,793",107.5,82,"15,581",94.8,2004,Orlando Magic,ORL,Magic
28,Pelicans,41,"587,613","14,332",83.3,41,"16,679",106.6,82,"15,505",94.4,2004,New Orleans Pelicans,NOP,Pelicans
29,Hawks,41,"565,728","13,798",--,41,"16,282",98.9,82,"15,040",182.7,2004,Atlanta Hawks,ATL,Hawks
1,Pistons,41,"905,116","22,076",100,41,"17,868",110.8,82,"19,972",104.6,2005,Detroit Pistons,DET,Pistons
2,Bulls,41,"828,384","20,204",93.1,41,"17,334",107.2,82,"18,769",99.1,2005,Chicago Bulls,CHI,Bulls
3,Mavericks,41,"822,533","20,061",--,41,"17,259",105.8,82,"18,660",228.8,2005,Dallas Mavericks,DAL,Mavericks
4,Heat,41,"815,143","19,881",101.4,41,"18,891",116.3,82,"19,386",108.2,2005,Miami Heat,MIA,Heat
5,NY Knicks,41,"800,144","19,515",101.2,41,"17,540",104.7,82,"18,528",102.8,2005,New York Knicks,NYK,NY Knicks
6,Cavaliers,41,"784,249","19,128",93,41,"18,275",109.5,82,"18,701",100.4,2005,Cleveland Cavaliers,CLE,Cavaliers
7,Lakers,41,"770,494","18,792",97.5,41,"18,810",121.8,82,"18,801",108.3,2005,Los Angeles Lakers,LAL,Lakers
8,Jazz,41,"769,014","18,756",94.2,41,"16,923",109.7,82,"17,839",101,2005,Utah Jazz,UTA,Jazz
9,Spurs,41,"750,970","18,316",99,41,"17,419",113,82,"17,868",105.4,2005,San Antonio Spurs,SAS,Spurs
10,76ers,41,"732,686","17,870",87.4,41,"17,933",111.6,82,"17,902",98.1,2005,Philadelphia 76ers,PHI,76ers
11,Suns,41,"726,066","17,708",93.1,41,"17,570",114.1,82,"17,639",102.5,2005,Phoenix Suns,PHO,Suns
12,Nuggets,41,"723,949","17,657",--,41,"17,506",101.4,82,"17,582",203.7,2005,Denver Nuggets,DEN,Nuggets
13,Kings,41,"709,997","17,317",100,41,"17,702",110.9,82,"17,509",105.2,2005,Sacramento Kings,SAC,Kings
14,Wizards,41,"705,069","17,196",--,41,"16,862",98.5,82,"17,029",198.9,2005,Washington Wizards,WAS,Wizards
15,Timberwolves,41,"704,438","17,181",90.4,41,"17,874",116,82,"17,527",101.9,2005,Minnesota Timberwolves,MIN,Timberwolves
16,Raptors,41,"703,388","17,155",86.6,41,"16,677",100.1,82,"16,916",92.8,2005,Toronto Raptors,TOR,Raptors
17,Pacers,41,"696,764","16,994",92.6,41,"16,895",104.3,82,"16,944",98.1,2005,Indiana Pacers,IND,Pacers
18,Clippers,41,"696,181","16,980",--,41,"16,735",99.3,82,"16,857",200.1,2005,Los Angeles Clippers,LAC,Clippers
19,Grizzlies,41,"691,362","16,862",91.6,41,"16,621",107.4,82,"16,742",98.8,2005,Memphis Grizzlies,MEM,Grizzlies
20,Trail Blazers,41,"680,374","16,594",83.1,41,"16,658",108.4,82,"16,626",94.1,2005,Portland Trail Blazers,POR,Trail Blazers
21,Thunder,41,"675,490","16,475",96.5,41,"17,029",109.5,82,"16,752",102.7,2005,Oklahoma City Thunder,OKC,Thunder
22,Warriors,41,"670,368","16,350",83.4,41,"16,708",108.7,82,"16,529",94.5,2005,Golden State Warriors,GSW,Warriors
23,Rockets,41,"663,444","16,181",87.5,41,"18,183",111.1,82,"17,182",98.6,2005,Houston Rockets,HOU,Rockets
24,Celtics,41,"656,081","16,001",85.9,41,"17,216",105.1,82,"16,609",94.9,2005,Boston Celtics,BOS,Celtics
25,Bucks,41,"637,009","15,536",83,41,"16,651",99.4,82,"16,094",90.8,2005,Milwaukee Bucks,MIL,Bucks
26,Nets,41,"618,681","15,089",75.5,41,"16,624",102.9,82,"15,857",87.7,2005,Brooklyn Nets,BRK,Nets
27,Magic,41,"597,942","14,583",84.6,41,"17,510",106.9,82,"16,047",95.4,2005,Orlando Magic,ORL,Magic
28,Hornets,41,"591,701","14,431",60.6,41,"16,717",104.7,82,"15,574",78.3,2005,New Orleans/Oklahoma City Hornets,NOK,Hornets
29,Hawks,41,"586,390","14,302",--,41,"16,730",97.2,82,"15,516",180.3,2005,Atlanta Hawks,ATL,Hawks
30,Pelicans,41,"583,070","14,221",82.7,41,"16,690",107.6,82,"15,456",94.5,2005,New Orleans Pelicans,NOP,Pelicans
1,Pistons,41,"905,116","22,076",100,41,"18,637",123.9,82,"20,356",109.7,2006,Detroit Pistons,DET,Pistons
2,Bulls,41,"868,720","21,188",97.6,41,"17,397",119.6,82,"19,292",106.4,2006,Chicago Bulls,CHI,Bulls
3,Mavericks,41,"824,693","20,114",--,41,"17,591",118,82,"18,853",252.9,2006,Dallas Mavericks,DAL,Mavericks
4,Heat,41,"818,149","19,954",101.8,41,"18,991",129.5,82,"19,473",113.7,2006,Miami Heat,MIA,Heat
5,Cavaliers,41,"792,391","19,326",94,41,"18,800",124.5,82,"19,063",106.9,2006,Cleveland Cavaliers,CLE,Cavaliers
6,NY Knicks,41,"776,176","18,931",98.2,41,"17,572",120.2,82,"18,251",107.7,2006,New York Knicks,NYK,NY Knicks
7,Lakers,41,"774,189","18,882",97.9,41,"18,812",130.1,82,"18,847",111.7,2006,Los Angeles Lakers,LAL,Lakers
8,Spurs,41,"770,677","18,797",101.6,41,"18,376",130.3,82,"18,586",114,2006,San Antonio Spurs,SAS,Spurs
9,Jazz,41,"751,621","18,332",92.1,41,"17,048",122.1,82,"17,690",104.5,2006,Utah Jazz,UTA,Jazz
10,Warriors,41,"749,185","18,272",93.2,41,"16,775",112.7,82,"17,524",101.6,2006,Golden State Warriors,GSW,Warriors
11,Pelicans,41,"744,920","18,168",1443.6,41,"16,659",105.2,82,"17,414",203.7,2006,New Orleans Pelicans,NOP,Pelicans
12,Suns,41,"730,179","17,809",93.6,41,"17,694",126.4,82,"17,751",107.5,2006,Phoenix Suns,PHO,Suns
13,Clippers,41,"712,409","17,375",--,41,"16,944",110.6,82,"17,160",223.9,2006,Los Angeles Clippers,LAC,Clippers
14,Kings,41,"709,997","17,317",100,41,"17,101",117.9,82,"17,209",108.1,2006,Sacramento Kings,SAC,Kings
15,Wizards,41,"705,062","17,196",--,41,"17,291",110.7,82,"17,244",220.7,2006,Washington Wizards,WAS,Wizards
16,Nuggets,41,"702,645","17,137",--,41,"17,637",115,82,"17,387",226.6,2006,Denver Nuggets,DEN,Nuggets
17,Raptors,41,"699,332","17,056",86.1,41,"16,595",109.9,82,"16,826",96.4,2006,Toronto Raptors,TOR,Raptors
18,Celtics,41,"692,873","16,899",90.7,41,"17,920",117.9,82,"17,409",102.9,2006,Boston Celtics,BOS,Celtics
19,Nets,41,"691,543","16,866",84.4,41,"17,710",120.3,82,"17,288",99.6,2006,Brooklyn Nets,BRK,Nets
20,Bucks,41,"681,337","16,617",88.8,41,"17,119",112.8,82,"16,868",99.5,2006,Milwaukee Bucks,MIL,Bucks
21,76ers,41,"677,278","16,518",80.8,41,"18,627",123.9,82,"17,573",99.1,2006,Philadelphia 76ers,PHI,76ers
22,Hornets,41,"671,011","16,366",--,41,"17,117",109.7,82,"16,741",214.7,2006,New Orleans/Oklahoma City Hornets,NOK,Hornets
23,Thunder,41,"664,157","16,198",94.9,41,"17,195",118.3,82,"16,697",105.7,2006,Oklahoma City Thunder,OKC,Thunder
24,Pacers,41,"663,368","16,179",88.2,41,"17,624",119.4,82,"16,902",102.1,2006,Indiana Pacers,IND,Pacers
25,Timberwolves,41,"662,167","16,150",85,41,"17,421",120.2,82,"16,785",100.2,2006,Minnesota Timberwolves,MIN,Timberwolves
26,Grizzlies,41,"647,533","15,793",85.8,41,"17,211",123.1,82,"16,502",101.9,2006,Memphis Grizzlies,MEM,Grizzlies
27,Magic,41,"638,005","15,561",90.2,41,"17,084",116.2,82,"16,322",102.2,2006,Orlando Magic,ORL,Magic
28,Rockets,41,"636,110","15,514",83.9,41,"17,554",125.5,82,"16,534",101.8,2006,Houston Rockets,HOU,Rockets
29,Hawks,41,"617,942","15,071",--,41,"17,067",109.5,82,"16,069",206.2,2006,Atlanta Hawks,ATL,Hawks
30,Trail Blazers,41,"617,019","15,049",75.3,41,"17,144",118.9,82,"16,097",93.6,2006,Portland Trail Blazers,POR,Trail Blazers
1,Bulls,41,"912,364","22,252",102.5,41,"18,153",113.4,82,"20,202",107.1,2007,Chicago Bulls,CHI,Bulls
2,Pistons,41,"905,116","22,076",100,41,"18,001",109.6,82,"20,038",104.1,2007,Detroit Pistons,DET,Pistons
3,Cavaliers,41,"837,883","20,436",99.4,41,"18,940",117.9,82,"19,688",107.5,2007,Cleveland Cavaliers,CLE,Cavaliers
4,Mavericks,41,"834,411","20,351",--,41,"17,821",106.6,82,"19,086",228.3,2007,Dallas Mavericks,DAL,Mavericks
5,Heat,41,"808,541","19,720",100.6,41,"18,945",118.4,82,"19,332",108.6,2007,Miami Heat,MIA,Heat
6,Jazz,41,"802,214","19,566",98.3,41,"17,501",110.6,82,"18,533",103.7,2007,Utah Jazz,UTA,Jazz
7,Lakers,41,"778,415","18,985",98.5,41,"18,917",123.4,82,"18,951",109.5,2007,Los Angeles Lakers,LAL,Lakers
8,NY Knicks,41,"771,017","18,805",97.5,41,"17,984",111.9,82,"18,394",104,2007,New York Knicks,NYK,NY Knicks
9,Spurs,41,"764,823","18,654",100.8,41,"17,464",110.3,82,"18,059",105.2,2007,San Antonio Spurs,SAS,Spurs
10,Suns,41,"755,302","18,422",96.8,41,"18,541",120.1,82,"18,481",107.2,2007,Phoenix Suns,PHO,Suns
11,Clippers,41,"755,261","18,421",--,41,"17,406",103.5,82,"17,913",213,2007,Los Angeles Clippers,LAC,Clippers
12,Wizards,41,"753,283","18,372",--,41,"17,270",101.5,82,"17,821",209.4,2007,Washington Wizards,WAS,Wizards
13,Raptors,41,"748,603","18,258",92.2,41,"17,347",107.7,82,"17,802",99.2,2007,Toronto Raptors,TOR,Raptors
14,Warriors,41,"742,267","18,104",92.4,41,"17,012",107.4,82,"17,558",99.1,2007,Golden State Warriors,GSW,Warriors
15,Pelicans,41,"731,165","17,833",92.3,41,"16,981",110.6,82,"17,407",100.4,2007,New Orleans Pelicans,NOP,Pelicans
16,Kings,41,"709,997","17,317",100,41,"17,282",112,82,"17,299",105.7,2007,Sacramento Kings,SAC,Kings
17,Nuggets,41,"706,437","17,230",--,41,"18,163",111.1,82,"17,696",216.4,2007,Denver Nuggets,DEN,Nuggets
18,Magic,41,"700,887","17,094",99.1,41,"17,470",108.5,82,"17,282",103.6,2007,Orlando Magic,ORL,Magic
19,Nets,41,"693,955","16,925",84.7,41,"17,870",108,82,"17,398",95.2,2007,Brooklyn Nets,BRK,Nets
20,Celtics,41,"690,576","16,843",90.4,41,"17,570",109.2,82,"17,206",99.1,2007,Boston Celtics,BOS,Celtics
21,Rockets,41,"678,362","16,545",89.4,41,"18,187",118,82,"17,366",102.4,2007,Houston Rockets,HOU,Rockets
22,Trail Blazers,41,"670,778","16,360",81.9,41,"17,558",114.5,82,"16,959",96,2007,Portland Trail Blazers,POR,Trail Blazers
23,Bucks,41,"663,629","16,186",86.5,41,"17,350",107.8,82,"16,768",96.4,2007,Milwaukee Bucks,MIL,Bucks
24,Timberwolves,41,"655,947","15,998",84.2,41,"17,894",112.6,82,"16,946",97.1,2007,Minnesota Timberwolves,MIN,Timberwolves
25,Thunder,41,"654,163","15,955",93.5,41,"17,445",112.5,82,"16,700",102.5,2007,Oklahoma City Thunder,OKC,Thunder
26,Hawks,41,"639,375","15,594",--,41,"17,170",100.7,82,"16,382",192.2,2007,Atlanta Hawks,ATL,Hawks
27,Hornets,41,"637,520","15,549",81.7,41,"17,477",108.5,82,"16,513",94,2007,New Orleans Hornets,NOH,Hornets
28,Pacers,41,"629,750","15,359",83.7,41,"17,802",107.2,82,"16,581",94.9,2007,Indiana Pacers,IND,Pacers
29,76ers,41,"608,603","14,843",72.6,41,"17,849",108.5,82,"16,346",88.6,2007,Philadelphia 76ers,PHI,76ers
30,Grizzlies,41,"600,836","14,654",79.6,41,"17,336",112,82,"15,995",94.4,2007,Memphis Grizzlies,MEM,Grizzlies
1,Pistons,41,"905,116","22,076",100,41,"17,714",111.5,82,"19,895",104.8,2008,Detroit Pistons,DET,Pistons
2,Bulls,41,"901,502","21,987",101.3,41,"17,353",106,82,"19,670",103.3,2008,Chicago Bulls,CHI,Bulls
3,Cavaliers,41,"839,074","20,465",99.5,41,"17,992",112.9,82,"19,228",105.4,2008,Cleveland Cavaliers,CLE,Cavaliers
4,Mavericks,41,"831,738","20,286",--,41,"17,716",105.9,82,"19,001",227.2,2008,Dallas Mavericks,DAL,Mavericks
5,Jazz,41,"816,211","19,907",100,41,"17,215",112.9,82,"18,561",105.6,2008,Utah Jazz,UTA,Jazz
6,Warriors,41,"804,864","19,630",100.2,41,"17,255",112.6,82,"18,443",105.6,2008,Golden State Warriors,GSW,Warriors
7,Trail Blazers,41,"801,566","19,550",97.8,41,"16,700",109.4,82,"18,125",102.9,2008,Portland Trail Blazers,POR,Trail Blazers
8,Heat,41,"798,004","19,463",99.3,41,"17,503",109.8,82,"18,483",104,2008,Miami Heat,MIA,Heat
9,Raptors,41,"796,835","19,435",98.2,41,"16,653",103.6,82,"18,044",100.6,2008,Toronto Raptors,TOR,Raptors
10,NY Knicks,41,"783,739","19,115",99.1,41,"17,429",108.9,82,"18,272",103.5,2008,New York Knicks,NYK,NY Knicks
