TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,LOCATION
Houston Rockets,2019-20,32.0,18.0,14.0,0.563,48.5,117.2,40.5,89.2,45.4,16.1,44.8,35.9,20.1,25.2,79.9,10.1,32.8,42.9,21.0,15.5,8.6,4.8,5.3,21.7,20.8,0.7,Road
Dallas Mavericks,2019-20,33.0,21.0,12.0,0.636,48.0,116.7,41.8,90.3,46.3,15.8,42.6,37.1,17.3,22.3,77.3,10.9,36.9,47.8,24.8,12.8,6.4,5.0,3.9,19.3,20.0,6.1,Road
New Orleans Pelicans,2019-20,32.0,15.0,17.0,0.469,48.5,114.0,42.3,92.3,45.9,13.9,37.3,37.4,15.3,21.2,72.4,10.8,35.9,46.7,26.2,17.2,7.6,5.0,4.9,21.5,19.5,-2.8,Road
Minnesota Timberwolves,2019-20,32.0,11.0,21.0,0.344,48.6,115.8,41.0,90.4,45.4,13.9,39.4,35.3,19.9,26.0,76.7,9.5,33.4,42.9,23.9,15.9,8.6,5.4,5.8,21.6,22.2,-3.9,Road
Toronto Raptors,2019-20,32.0,23.0,9.0,0.719,48.3,110.1,39.5,87.8,45.0,13.4,36.8,36.3,17.6,22.2,79.5,9.5,34.8,44.3,24.7,14.8,8.8,5.1,5.8,21.7,19.9,4.2,Road
Utah Jazz,2019-20,33.0,20.0,13.0,0.606,48.2,111.2,39.8,84.0,47.4,13.4,34.6,38.6,18.2,23.5,77.4,8.9,35.1,43.9,22.2,14.7,5.9,4.4,4.5,20.2,20.2,2.0,Road
Sacramento Kings,2019-20,33.0,14.0,19.0,0.424,48.5,108.7,40.1,88.2,45.5,13.1,35.5,36.8,15.4,20.0,77.2,9.7,32.3,42.0,24.3,14.0,7.8,4.2,4.8,21.5,19.0,-1.8,Road
Milwaukee Bucks,2019-20,34.0,25.0,9.0,0.735,48.1,115.8,42.5,90.6,46.9,13.0,38.2,34.0,17.8,23.4,76.0,8.8,42.1,50.9,24.2,15.1,7.7,6.0,4.4,19.1,21.5,8.2,Road
Brooklyn Nets,2019-20,32.0,12.0,20.0,0.375,48.9,110.3,39.6,92.0,43.0,12.9,39.9,32.3,18.3,23.9,76.5,10.9,37.3,48.2,23.9,14.2,6.1,4.9,5.9,21.1,20.9,-3.0,Road
Miami Heat,2019-20,33.0,14.0,19.0,0.424,48.6,108.0,38.3,84.7,45.2,12.6,35.1,35.9,18.8,24.5,76.8,8.5,35.8,44.3,24.8,15.0,7.5,4.8,4.1,21.2,21.3,-2.7,Road
Washington Wizards,2019-20,32.0,8.0,24.0,0.25,48.2,116.2,42.1,91.1,46.3,12.6,34.1,36.9,19.3,24.5,79.0,9.7,30.5,40.3,26.1,14.2,8.2,4.4,4.9,22.7,22.7,-7.4,Road
Chicago Bulls,2019-20,31.0,8.0,23.0,0.258,48.5,107.6,39.8,88.5,45.0,12.4,35.6,34.8,15.7,20.7,75.8,9.7,30.4,40.2,23.2,14.6,10.2,3.7,5.7,21.6,18.8,-4.8,Road
Atlanta Hawks,2019-20,33.0,6.0,27.0,0.182,48.5,108.8,39.5,90.1,43.9,12.1,37.8,32.0,17.6,22.4,78.8,9.5,32.4,41.9,23.4,16.4,8.3,4.9,6.0,22.6,20.2,-13.3,Road
Charlotte Hornets,2019-20,34.0,13.0,21.0,0.382,48.4,101.6,36.9,86.2,42.8,12.1,34.8,34.7,15.8,21.0,75.1,10.9,32.1,43.1,23.5,14.0,6.7,3.8,4.9,18.7,20.3,-8.1,Road
Boston Celtics,2019-20,32.0,20.0,12.0,0.625,48.2,110.4,40.4,89.4,45.2,12.1,34.2,35.3,17.5,22.2,79.0,11.1,35.6,46.7,21.8,14.1,8.3,5.4,5.7,21.9,20.1,4.2,Road
Detroit Pistons,2019-20,33.0,9.0,24.0,0.273,48.2,105.2,38.4,85.7,44.8,11.8,32.7,35.9,16.6,22.2,75.1,9.7,31.9,41.5,23.5,15.5,7.8,4.5,6.1,19.8,19.6,-5.1,Road
LA Clippers,2019-20,32.0,19.0,13.0,0.594,48.3,114.8,41.0,89.2,46.0,11.6,32.5,35.8,21.2,26.7,79.6,10.3,36.2,46.5,23.2,14.4,7.2,4.4,4.8,22.3,22.2,4.0,Road
Philadelphia 76ers,2019-20,34.0,10.0,24.0,0.294,48.3,106.6,39.4,88.2,44.7,11.6,33.2,35.0,16.1,21.7,74.4,10.2,33.8,44.0,24.7,14.1,8.0,5.2,4.3,21.9,20.6,-5.3,Road
Portland Trail Blazers,2019-20,34.0,11.0,23.0,0.324,48.0,110.8,41.5,91.5,45.4,11.6,33.1,35.0,16.2,20.8,77.8,10.1,34.1,44.1,19.8,12.4,6.2,5.6,5.0,21.9,19.1,-4.9,Road
Denver Nuggets,2019-20,32.0,18.0,14.0,0.563,48.6,109.5,41.3,89.1,46.3,11.5,31.5,36.6,15.4,19.4,79.5,10.8,32.6,43.5,25.5,14.5,8.4,4.7,4.8,20.3,19.3,-0.2,Road
Los Angeles Lakers,2019-20,32.0,26.0,6.0,0.813,48.3,114.2,42.8,88.2,48.6,11.3,31.4,35.9,17.2,24.3,70.9,10.2,34.8,45.0,25.1,14.9,8.5,6.4,4.1,20.9,21.8,5.6,Road
Memphis Grizzlies,2019-20,32.0,14.0,18.0,0.438,48.0,111.9,42.2,90.9,46.4,11.2,31.3,35.7,16.3,21.5,75.8,10.0,36.3,46.3,26.2,15.3,7.9,5.1,6.2,21.5,19.7,-2.8,Road
Orlando Magic,2019-20,34.0,14.0,20.0,0.412,48.0,107.7,39.6,88.8,44.6,11.0,31.1,35.3,17.6,22.6,77.9,10.0,33.1,43.0,23.5,12.5,8.6,5.9,4.8,17.7,19.6,-1.5,Road
Indiana Pacers,2019-20,33.0,18.0,15.0,0.545,48.2,108.6,42.2,88.2,47.9,10.4,27.6,37.8,13.8,17.4,79.3,8.4,33.1,41.4,25.8,13.4,7.6,4.5,4.9,20.2,17.5,-0.5,Road
Cleveland Cavaliers,2019-20,29.0,8.0,21.0,0.276,48.3,104.8,39.7,87.4,45.4,10.3,31.4,33.0,15.1,20.4,74.1,10.3,32.9,43.2,22.1,16.9,6.8,2.8,6.6,18.8,20.2,-9.6,Road
Phoenix Suns,2019-20,30.0,13.0,17.0,0.433,48.3,111.3,40.6,89.1,45.6,10.3,30.1,34.4,19.7,23.7,83.1,10.9,32.0,42.8,27.4,15.1,8.6,3.6,6.4,22.7,21.9,-3.1,Road
San Antonio Spurs,2019-20,33.0,11.0,22.0,0.333,48.3,112.9,41.8,89.1,46.9,10.3,28.6,36.2,19.0,23.6,80.4,8.3,34.8,43.2,23.4,11.1,7.3,4.9,3.8,19.1,19.4,-4.3,Road
Oklahoma City Thunder,2019-20,31.0,20.0,11.0,0.645,48.3,108.4,39.1,85.0,46.0,10.3,29.5,34.8,19.8,25.2,78.8,7.9,35.1,43.0,21.0,13.3,8.0,5.0,4.5,18.5,23.1,0.9,Road
Golden State Warriors,2019-20,31.0,7.0,24.0,0.226,48.5,105.6,38.8,89.5,43.3,10.1,30.7,32.9,18.0,22.9,78.5,10.4,32.4,42.8,24.9,14.1,8.4,5.0,5.6,19.5,20.5,-8.7,Road
New York Knicks,2019-20,33.0,10.0,23.0,0.303,48.8,106.2,40.1,89.8,44.6,9.9,29.0,34.2,16.1,23.2,69.3,11.6,34.6,46.2,21.9,14.1,7.9,4.4,4.6,22.3,19.9,-7.8,Road
Boston Celtics,2000-01,41.0,16.0,25.0,0.39,48.4,95.0,33.8,78.4,43.1,7.6,20.9,36.2,19.8,27.0,73.5,10.4,27.4,37.8,20.9,15.4,9.3,4.3,6.0,23.8,0.0,-3.4,Road
Milwaukee Bucks,2000-01,41.0,21.0,20.0,0.512,48.2,100.6,37.5,84.0,44.6,7.1,18.3,38.7,18.6,23.4,79.3,12.1,30.3,42.5,20.4,13.9,8.0,4.7,5.5,25.0,0.1,1.4,Road
Houston Rockets,2000-01,41.0,21.0,20.0,0.512,48.2,97.6,35.6,78.4,45.4,6.8,17.9,37.9,19.6,26.1,75.0,10.5,29.9,40.4,19.9,14.1,7.2,4.3,5.4,20.7,0.0,0.8,Road
Dallas Mavericks,2000-01,41.0,25.0,16.0,0.61,48.4,98.1,37.0,80.3,46.0,6.2,16.4,37.9,18.0,22.2,81.0,8.8,30.5,39.3,20.4,14.3,7.9,5.4,4.9,22.5,0.1,3.0,Road
Miami Heat,2000-01,41.0,21.0,20.0,0.512,48.6,87.3,32.0,76.1,42.1,6.2,17.5,35.3,17.0,22.9,74.5,10.1,30.1,40.2,20.2,14.5,7.3,3.5,5.9,21.3,0.1,0.2,Road
Sacramento Kings,2000-01,41.0,22.0,19.0,0.537,49.1,99.1,37.3,84.2,44.3,5.9,16.2,36.4,18.7,24.3,77.1,11.7,32.3,44.0,21.8,15.0,9.3,5.0,6.0,19.1,0.0,2.2,Road
Denver Nuggets,2000-01,41.0,11.0,30.0,0.268,48.2,94.5,35.4,83.8,42.3,5.8,17.0,34.2,17.8,24.1,73.7,13.0,30.4,43.4,21.2,14.0,6.9,4.7,5.6,21.9,0.0,-8.5,Road
Seattle SuperSonics,2000-01,41.0,18.0,23.0,0.439,48.5,96.3,36.5,82.3,44.4,5.6,14.7,38.4,17.6,24.5,71.9,13.3,29.4,42.7,20.4,15.5,7.5,4.5,6.8,21.0,0.1,-4.3,Road
Orlando Magic,2000-01,41.0,17.0,24.0,0.415,48.9,95.3,36.5,84.1,43.3,5.6,15.8,35.4,16.8,23.5,71.3,13.2,29.2,42.4,22.2,14.9,7.8,5.6,5.6,25.9,0.1,-1.9,Road
San Antonio Spurs,2000-01,41.0,25.0,16.0,0.61,48.4,94.3,34.7,76.0,45.7,5.4,13.2,41.0,19.5,28.0,69.7,11.2,32.2,43.4,20.9,14.2,6.6,5.6,5.1,18.9,0.0,4.2,Road
Los Angeles Lakers,2000-01,41.0,25.0,16.0,0.61,48.7,98.6,36.7,79.2,46.4,5.1,15.0,33.9,20.0,29.4,68.0,12.3,30.8,43.1,23.0,15.0,7.4,5.9,4.0,22.7,0.1,1.0,Road
Toronto Raptors,2000-01,41.0,20.0,21.0,0.488,48.5,96.8,37.0,84.5,43.7,4.9,13.0,37.3,18.0,24.3,74.3,13.4,30.0,43.4,23.6,13.1,7.1,4.2,4.7,22.0,0.1,-0.4,Road
New York Knicks,2000-01,41.0,18.0,23.0,0.439,48.5,86.1,32.2,75.3,42.8,4.6,13.7,33.6,17.0,21.7,78.4,9.0,30.2,39.2,18.0,14.7,6.7,4.1,5.0,24.0,0.1,-2.0,Road
Detroit Pistons,2000-01,41.0,14.0,27.0,0.341,48.4,96.1,36.1,85.4,42.3,4.5,13.6,33.3,19.4,26.7,72.6,13.6,31.4,45.0,20.7,15.5,7.3,4.9,5.4,24.0,0.1,-3.6,Road
Portland Trail Blazers,2000-01,41.0,22.0,19.0,0.537,48.5,93.4,35.6,78.1,45.6,4.5,13.1,34.7,17.7,23.5,75.3,12.0,30.7,42.7,22.8,15.6,7.6,5.6,5.1,21.6,0.1,0.7,Road
Charlotte Hornets,2000-01,41.0,18.0,23.0,0.439,48.4,91.0,33.3,78.7,42.4,4.5,12.3,36.6,19.9,26.7,74.3,12.6,31.9,44.5,20.6,14.8,7.7,5.2,5.6,21.1,0.0,1.1,Road
Indiana Pacers,2000-01,41.0,15.0,26.0,0.366,48.9,90.9,34.1,78.4,43.5,4.4,14.4,30.6,18.4,24.1,76.2,10.9,31.4,42.3,19.7,16.1,6.5,5.0,5.0,24.0,0.1,-3.6,Road
Minnesota Timberwolves,2000-01,41.0,17.0,24.0,0.415,48.4,96.9,38.2,84.7,45.1,4.3,11.0,39.4,16.2,20.1,80.6,13.4,27.9,41.3,23.9,14.4,8.7,5.1,5.0,24.0,0.1,-3.2,Road
Los Angeles Clippers,2000-01,41.0,9.0,32.0,0.22,48.7,91.3,34.8,78.6,44.3,4.3,13.1,32.5,17.5,25.3,69.0,11.4,31.4,42.8,19.1,15.5,5.9,5.9,5.0,22.5,0.0,-6.5,Road
New Jersey Nets,2000-01,41.0,8.0,33.0,0.195,48.0,89.7,33.1,79.3,41.7,4.2,13.8,30.5,19.2,25.7,74.8,10.5,28.4,39.0,18.0,14.9,7.7,4.3,6.4,23.9,0.0,-7.4,Road
Vancouver Grizzlies,2000-01,41.0,8.0,33.0,0.195,48.1,91.0,34.4,80.0,43.0,4.2,11.5,36.4,18.1,23.3,77.8,11.3,28.4,39.7,22.4,16.5,7.8,3.8,6.0,21.5,0.0,-9.2,Road
Chicago Bulls,2000-01,41.0,5.0,36.0,0.122,48.6,88.2,33.7,79.2,42.5,4.2,11.8,35.4,16.7,22.3,74.7,11.5,26.8,38.3,20.0,16.0,8.6,4.4,5.5,23.0,0.0,-11.7,Road
Phoenix Suns,2000-01,41.0,20.0,21.0,0.488,48.6,92.7,35.0,81.9,42.8,4.2,13.1,31.7,18.4,24.4,75.5,11.2,31.1,42.3,21.6,15.2,9.1,5.2,5.6,22.8,0.1,-0.4,Road
Utah Jazz,2000-01,41.0,25.0,16.0,0.61,48.1,95.0,35.7,77.1,46.3,3.6,9.8,36.6,20.0,26.1,76.7,11.3,27.7,39.1,25.5,15.7,8.0,4.6,5.5,25.4,0.0,1.9,Road
Atlanta Hawks,2000-01,41.0,7.0,34.0,0.171,48.0,87.0,33.7,81.1,41.5,3.4,10.4,33.0,16.1,21.1,76.6,12.0,31.2,43.3,19.1,17.8,7.7,5.4,7.5,22.3,0.0,-8.5,Road
Washington Wizards,2000-01,41.0,7.0,34.0,0.171,48.0,91.0,34.1,78.6,43.4,3.3,10.0,32.9,19.4,26.2,74.0,12.2,27.8,40.0,20.0,17.2,7.6,3.8,6.6,23.8,0.0,-9.5,Road
Philadelphia 76ers,2000-01,41.0,27.0,14.0,0.659,48.4,92.2,34.7,78.7,44.2,3.1,9.8,32.1,19.6,26.8,73.2,12.4,32.4,44.8,19.7,16.2,8.1,5.3,6.7,20.8,0.0,3.3,Road
Golden State Warriors,2000-01,41.0,6.0,35.0,0.146,48.0,89.9,34.8,86.7,40.1,3.0,11.0,27.4,17.3,24.0,72.1,15.5,28.3,43.8,20.6,15.5,8.9,5.0,6.6,20.4,0.0,-12.8,Road
Cleveland Cavaliers,2000-01,41.0,10.0,31.0,0.244,48.1,91.4,35.4,80.1,44.2,2.7,8.2,33.1,17.8,24.2,73.5,12.2,28.1,40.3,19.2,16.0,8.1,4.3,7.0,23.3,0.1,-7.4,Road
Boston Celtics,2001-02,41.0,22.0,19.0,0.537,48.5,95.7,34.0,82.1,41.3,9.0,24.4,36.7,18.8,24.1,78.2,10.5,30.5,41.0,19.6,13.1,9.1,3.4,6.6,22.6,0.0,0.1,Road
Dallas Mavericks,2001-02,41.0,27.0,14.0,0.659,48.9,106.1,39.6,84.5,46.8,7.8,20.6,38.0,19.1,23.5,81.5,10.0,30.6,40.6,22.1,12.4,7.1,4.3,4.7,23.0,0.1,2.4,Road
Milwaukee Bucks,2001-02,41.0,16.0,25.0,0.39,48.2,96.1,36.3,79.2,45.8,7.3,19.8,37.1,16.1,21.5,74.9,9.4,30.0,39.4,20.5,14.1,7.2,4.8,4.5,22.0,0.1,-4.3,Road
Orlando Magic,2001-02,41.0,17.0,24.0,0.415,48.1,99.2,36.8,83.2,44.2,7.2,18.8,38.3,18.4,24.0,76.7,11.0,29.0,40.1,22.1,12.5,7.3,4.2,5.4,21.0,0.0,-3.2,Road
Detroit Pistons,2001-02,41.0,24.0,17.0,0.585,48.0,93.4,34.4,76.5,45.0,6.8,18.0,37.8,17.8,23.5,75.8,9.8,28.0,37.8,21.5,14.4,8.1,6.4,4.4,21.6,0.1,0.4,Road
Los Angeles Lakers,2001-02,41.0,24.0,17.0,0.585,48.5,100.3,37.9,83.6,45.3,6.6,17.5,37.7,18.0,25.8,69.6,12.6,30.7,43.3,22.1,12.5,7.2,5.3,4.4,22.5,0.1,3.0,Road
Seattle SuperSonics,2001-02,41.0,19.0,22.0,0.463,48.5,97.9,38.3,82.1,46.6,6.2,16.3,38.3,15.0,19.9,75.6,11.6,28.1,39.7,22.7,13.8,8.7,4.0,4.9,20.9,0.1,0.3,Road
Houston Rockets,2001-02,41.0,10.0,31.0,0.244,48.7,91.6,34.3,79.8,43.0,6.2,17.6,35.0,16.8,22.9,73.4,12.0,28.4,40.4,18.2,14.5,6.1,5.1,5.6,18.3,0.2,-9.0,Road
New York Knicks,2001-02,41.0,11.0,30.0,0.268,48.2,92.3,34.5,80.0,43.2,6.1,17.0,36.0,17.1,21.8,78.7,10.5,29.0,39.6,20.9,14.4,7.0,3.6,5.9,22.0,0.1,-6.0,Road
Portland Trail Blazers,2001-02,41.0,19.0,22.0,0.463,48.2,93.3,35.4,80.9,43.8,5.5,16.8,32.5,17.0,22.7,74.9,13.1,29.2,42.3,21.1,14.3,9.0,4.7,5.5,19.9,0.0,-1.4,Road
San Antonio Spurs,2001-02,41.0,26.0,15.0,0.634,48.5,95.4,35.2,77.7,45.3,5.1,13.9,36.8,19.8,27.0,73.4,10.8,32.1,42.9,20.4,14.2,6.8,6.0,5.4,19.3,0.1,4.1,Road
Indiana Pacers,2001-02,41.0,17.0,24.0,0.415,48.4,95.0,35.0,80.0,43.8,4.9,14.9,32.6,20.1,26.4,76.2,11.6,30.9,42.5,21.6,15.9,8.2,4.7,5.7,22.7,0.2,-2.1,Road
Sacramento Kings,2001-02,41.0,25.0,16.0,0.61,48.2,102.0,38.9,84.3,46.2,4.8,13.6,35.2,19.3,25.1,77.1,11.3,32.5,43.8,23.2,14.5,8.8,4.7,5.2,19.2,0.1,1.0,Road
Denver Nuggets,2001-02,41.0,7.0,34.0,0.171,48.1,90.2,34.8,83.6,41.6,4.8,14.8,32.2,15.8,21.7,72.8,14.0,26.8,40.7,20.0,15.0,7.5,4.7,7.1,23.2,0.1,-10.7,Road
Minnesota Timberwolves,2001-02,41.0,21.0,20.0,0.512,48.6,96.7,37.8,85.4,44.3,4.8,12.8,37.3,16.3,20.5,79.6,13.8,31.2,45.0,21.6,14.2,6.7,5.1,5.1,21.3,0.1,-1.0,Road
Cleveland Cavaliers,2001-02,41.0,9.0,32.0,0.22,48.5,93.1,35.4,79.7,44.4,4.8,12.9,37.0,17.6,23.2,75.7,11.1,30.3,41.4,20.8,14.8,7.4,4.9,5.8,22.0,0.1,-7.0,Road
Los Angeles Clippers,2001-02,41.0,14.0,27.0,0.341,48.4,94.2,35.6,82.3,43.3,4.6,13.7,33.7,18.4,25.3,72.7,13.4,30.3,43.7,19.3,14.5,6.5,5.8,5.6,19.8,0.0,-5.0,Road
New Jersey Nets,2001-02,41.0,19.0,22.0,0.463,48.4,91.5,35.2,81.9,43.1,4.6,14.2,32.5,16.4,22.6,72.5,11.8,30.4,42.1,23.0,14.5,8.3,5.0,5.4,21.4,0.2,-1.5,Road
Atlanta Hawks,2001-02,41.0,10.0,31.0,0.244,48.2,88.4,32.8,79.0,41.6,4.5,13.9,32.5,18.2,23.8,76.6,11.6,29.2,40.8,19.5,16.0,8.0,4.5,7.3,20.6,0.1,-9.8,Road
Toronto Raptors,2001-02,41.0,18.0,23.0,0.439,48.0,89.9,34.8,81.3,42.8,4.5,13.3,33.8,15.9,22.1,72.2,13.6,27.1,40.7,20.7,13.8,8.2,5.0,5.0,21.9,0.1,-3.9,Road
Phoenix Suns,2001-02,41.0,13.0,28.0,0.317,48.5,93.0,37.0,84.4,43.8,4.3,13.2,32.7,14.8,19.7,75.3,13.2,28.7,41.8,20.9,15.5,8.3,4.8,6.2,22.6,0.1,-5.5,Road
Charlotte Hornets,2001-02,41.0,23.0,18.0,0.561,48.1,90.7,34.2,80.6,42.5,4.2,12.4,34.3,18.0,24.2,74.1,13.1,30.3,43.4,19.8,14.0,7.6,5.0,5.8,21.6,0.1,0.1,Road
Washington Wizards,2001-02,41.0,15.0,26.0,0.366,48.0,89.5,34.4,80.3,42.9,4.0,9.8,41.2,16.7,22.1,75.5,12.1,28.7,40.8,19.9,13.6,7.1,3.9,5.1,21.7,0.1,-5.2,Road
Miami Heat,2001-02,41.0,18.0,23.0,0.439,48.7,86.8,33.9,78.4,43.2,3.8,10.8,35.0,15.3,20.7,73.9,11.0,30.9,42.0,21.1,14.7,7.0,5.4,4.8,22.9,0.2,-2.2,Road
Golden State Warriors,2001-02,41.0,7.0,34.0,0.171,48.2,97.8,36.7,85.5,42.9,3.7,11.8,31.6,20.7,28.3,73.1,15.4,29.1,44.6,20.3,16.9,7.9,5.7,6.9,22.8,0.2,-8.5,Road
Memphis Grizzlies,2001-02,41.0,8.0,33.0,0.195,48.4,88.5,34.1,80.0,42.7,3.7,12.9,29.0,16.5,23.0,71.7,12.0,28.4,40.4,20.8,17.1,8.2,5.7,5.8,19.3,0.1,-10.2,Road
Utah Jazz,2001-02,41.0,19.0,22.0,0.463,48.1,93.3,34.1,77.8,43.9,3.2,9.7,33.4,21.8,28.8,75.6,14.1,27.5,41.5,23.7,16.5,9.1,5.1,6.6,24.2,0.1,-2.2,Road
Chicago Bulls,2001-02,41.0,7.0,34.0,0.171,48.4,88.9,34.5,78.5,44.0,3.2,10.0,32.0,16.6,23.4,71.0,10.7,28.0,38.7,20.5,15.7,7.5,4.4,5.1,22.0,0.1,-11.7,Road
Philadelphia 76ers,2001-02,41.0,21.0,20.0,0.512,48.0,88.9,34.0,78.5,43.3,2.8,8.2,33.6,18.1,23.4,77.6,13.4,30.4,43.9,18.7,16.1,8.9,4.6,6.6,19.6,0.1,0.5,Road
Dallas Mavericks,2002-03,41.0,27.0,14.0,0.659,48.2,102.3,38.4,85.3,45.0,8.5,21.8,38.9,16.9,20.2,83.7,10.4,29.8,40.2,22.0,11.7,7.5,5.5,3.9,20.9,0.0,4.0,Road
Boston Celtics,2002-03,41.0,19.0,22.0,0.463,48.0,92.0,32.0,78.7,40.7,8.2,26.0,31.7,19.7,25.8,76.3,9.9,29.0,38.9,17.4,13.3,8.3,3.6,4.8,22.7,0.0,-3.9,Road
New York Knicks,2002-03,41.0,13.0,28.0,0.317,48.4,94.8,35.8,82.0,43.6,7.3,19.7,36.9,16.0,19.5,82.2,9.7,28.8,38.5,22.3,13.7,7.0,3.6,4.3,23.3,0.1,-3.5,Road
Orlando Magic,2002-03,41.0,16.0,25.0,0.39,48.4,95.0,34.8,81.8,42.5,7.2,19.4,37.2,18.3,23.6,77.5,11.6,28.8,40.4,20.5,15.2,8.4,3.6,5.2,22.6,0.0,-3.7,Road
Milwaukee Bucks,2002-03,41.0,17.0,24.0,0.415,48.5,96.9,36.1,82.2,44.0,6.5,18.4,35.6,18.0,23.1,78.1,10.8,29.1,39.9,21.0,12.5,7.5,4.0,4.7,22.3,0.0,-3.6,Road
Detroit Pistons,2002-03,41.0,20.0,21.0,0.488,48.7,90.0,32.6,78.4,41.6,6.2,17.8,34.8,18.6,23.7,78.8,11.5,29.7,41.2,19.3,13.0,6.7,4.8,4.8,21.8,0.2,0.2,Road
Los Angeles Lakers,2002-03,41.0,19.0,22.0,0.463,48.6,97.6,36.3,82.7,43.9,5.6,16.9,33.1,19.4,26.0,74.5,12.7,30.4,43.0,20.8,14.1,7.5,5.4,4.3,22.5,0.1,-2.5,Road
Seattle SuperSonics,2002-03,41.0,15.0,26.0,0.366,48.4,92.3,35.2,81.0,43.5,5.5,16.1,34.0,16.4,22.2,73.7,12.4,28.5,40.9,21.3,13.2,7.8,3.4,5.1,21.2,0.0,-4.0,Road
San Antonio Spurs,2002-03,41.0,27.0,14.0,0.659,48.4,94.9,35.1,76.3,46.0,5.4,14.4,37.5,19.4,26.4,73.5,11.0,30.7,41.8,20.0,16.4,7.3,5.8,5.6,21.0,0.0,2.7,Road
Houston Rockets,2002-03,41.0,15.0,26.0,0.366,48.9,92.4,33.9,78.4,43.2,5.1,15.0,34.3,19.4,25.9,75.0,12.7,31.1,43.8,17.0,16.6,7.0,5.6,5.3,19.7,0.0,-2.1,Road
Sacramento Kings,2002-03,41.0,24.0,17.0,0.585,48.4,99.7,38.9,85.8,45.4,5.1,15.2,33.8,16.8,22.3,75.1,10.8,32.8,43.6,25.1,14.2,9.0,4.8,4.6,21.1,0.0,1.4,Road
Golden State Warriors,2002-03,41.0,14.0,27.0,0.341,48.4,99.6,36.5,84.5,43.2,5.0,14.9,33.2,21.6,27.8,77.8,14.0,30.7,44.7,19.5,16.0,7.8,5.2,6.5,22.2,0.0,-5.5,Road
Toronto Raptors,2002-03,41.0,9.0,32.0,0.22,48.2,89.4,34.0,81.0,41.9,4.8,14.6,32.9,16.7,23.4,71.2,12.6,28.5,41.1,18.7,15.0,7.2,5.0,5.4,21.0,0.1,-8.4,Road
Atlanta Hawks,2002-03,41.0,9.0,32.0,0.22,48.6,91.2,34.2,79.1,43.2,4.8,13.8,34.6,18.1,23.0,78.7,11.8,30.8,42.6,19.2,17.2,7.4,6.1,6.2,21.4,0.1,-8.2,Road
New Orleans Hornets,2002-03,41.0,18.0,23.0,0.439,48.5,90.4,34.1,81.7,41.8,4.7,12.5,37.2,17.5,23.1,76.0,13.4,29.1,42.6,19.1,14.6,7.3,4.4,6.0,21.8,0.2,-1.7,Road
Portland Trail Blazers,2002-03,41.0,23.0,18.0,0.561,48.7,93.2,35.3,79.4,44.4,4.6,14.2,32.6,18.0,23.8,75.5,12.1,29.2,41.4,21.1,15.6,9.0,4.0,5.8,20.4,0.0,0.8,Road
Memphis Grizzlies,2002-03,41.0,8.0,33.0,0.195,48.4,93.4,36.1,82.6,43.8,4.6,14.4,32.0,16.5,22.3,74.0,11.5,29.0,40.5,21.3,15.1,7.6,5.6,5.7,19.9,0.0,-7.9,Road
Indiana Pacers,2002-03,41.0,16.0,25.0,0.39,48.9,95.2,34.5,80.3,43.0,4.6,14.4,31.7,21.6,28.4,76.1,12.0,29.9,41.9,20.8,15.2,8.3,4.4,6.1,22.8,0.1,-2.2,Road
Los Angeles Clippers,2002-03,41.0,11.0,30.0,0.268,48.2,94.4,35.0,80.0,43.7,4.5,14.1,32.1,19.9,26.5,75.3,13.0,29.6,42.6,19.0,16.6,7.5,4.9,5.8,22.0,0.0,-5.5,Road
Phoenix Suns,2002-03,41.0,14.0,27.0,0.341,48.2,93.8,36.4,83.2,43.7,4.5,14.0,31.9,16.6,23.4,70.8,13.0,29.1,42.2,19.8,15.3,8.2,4.5,5.7,22.7,0.1,-3.5,Road
New Jersey Nets,2002-03,41.0,16.0,25.0,0.39,48.2,93.0,34.2,80.3,42.6,4.2,13.2,31.6,20.4,27.0,75.7,12.7,29.6,42.2,21.9,14.0,8.3,4.1,4.5,22.0,0.1,0.3,Road
Miami Heat,2002-03,41.0,9.0,32.0,0.22,48.4,82.8,31.3,78.8,39.7,4.1,12.9,31.8,16.1,21.2,76.0,12.1,30.3,42.4,18.3,15.1,6.9,3.8,5.6,23.1,0.0,-8.7,Road
Chicago Bulls,2002-03,41.0,3.0,38.0,0.073,49.0,92.9,35.8,82.7,43.3,4.0,12.5,32.4,17.2,24.1,71.6,12.0,29.7,41.7,20.1,17.8,7.4,5.4,5.6,25.2,0.1,-11.0,Road
Cleveland Cavaliers,2002-03,41.0,3.0,38.0,0.073,48.1,87.9,33.2,79.6,41.7,3.2,10.6,30.6,18.2,24.7,73.7,12.6,30.3,42.9,19.5,19.5,8.1,5.1,5.9,23.1,0.1,-14.7,Road
Washington Wizards,2002-03,41.0,14.0,27.0,0.341,48.1,88.0,33.2,78.6,42.3,3.1,9.4,33.3,18.4,24.0,76.5,11.5,28.5,40.0,19.1,12.9,7.3,4.5,5.1,20.5,0.0,-5.0,Road
